epoch,phase,train_loss,val_metric,lr_encoder,lr_head,epoch_time_s,train_time_s,val_time_s,best_val_metric,best_epoch,grad_norm_mean,grad_norm_max,train_recon,train_recon_fg,train_fourier,train_sim,train_std,train_cov,train_vicreg,val_recon,val_recon_fg,val_fourier,val_std,val_cov,val_sim,val_vicreg,val_ssl_loss
1,random+L4,0.8467790421724608,1.413845075501336,0.000175,0.000175,486.0006833076477,416.19808197021484,69.80260133743286,1.413845075501336,1,0.6318786382819318,0.6762426495552063,0.8467790421724608,1.4149029678704517,0.0,0.226875964358467,0.6529448485720403,2.8626540727742205,0.0,0.8467926371500688,1.413845075501336,0.0,0.8454558601701893,0.2045473966765519,0.013917979109438433,0.0,0.8467926371500688
2,random+L4+L3,0.486515002895007,1.0030024664989416,0.00035,0.00035,514.3227849006653,444.76088190078735,69.56190299987793,1.0030024664989416,2,0.23695938999988725,1.3681755065917969,0.486515002895007,1.0818006373950908,0.0,0.042263459157482454,0.6590850059181776,6.07693635076825,0.0,0.46118885365085327,1.0030024664989416,0.0,0.6497807543058902,6.9450443355357585,0.03917080241340946,0.0,0.46118885365085327
3,random+L4+L3+L2,0.6520762319576351,1.5603566279157923,0.0003488996367313175,0.0003488996367313175,517.7552297115326,448.07694244384766,69.67828726768494,1.0030024664989416,2,0.07999379060793096,7.963372230529785,0.6520762319576351,1.5618814428887604,0.0,0.2787217239622914,0.6501643043619546,13.422404897832813,0.0,0.6508865517694593,1.5603566279157923,0.0,0.9891524657535092,7.184368939761043e-07,9.368932241717199e-07,0.0,0.6508865517694593
4,random+L4+L3+L2+L1,0.503750583965516,1.0249501291104561,0.0003456123846318191,0.0003456123846318191,533.7542507648468,464.110298871994,69.64395189285278,1.0030024664989416,2,0.31606224773647634,2.8766636848449707,0.503750583965516,1.1303518958651024,0.0,0.04988023722735757,0.6671167257475017,8.313022757672053,0.0,0.45937761966732965,1.0249501291104561,0.0,0.6473536908914501,8.377778595772343,0.03291947634863681,0.0,0.45937761966732965
5,full,0.448614167403137,0.9637402235597804,0.00034017958280396435,0.00034017958280396435,533.9900705814362,464.40396213531494,69.58610844612122,0.9637402235597804,5,0.2199194816581932,0.6987392902374268,0.448614167403137,0.98534326260727,0.0,0.05284465558403493,0.657837710905248,4.760420643865269,0.0,0.44395776964040196,0.9637402235597804,0.0,0.6639076975232737,4.879490990569626,0.05476478318085417,0.0,0.44395776964040196
6,full,0.4410523703049287,0.9697553820656117,0.0003326695518829233,0.0003326695518829233,533.9225628376007,464.344256401062,69.5783064365387,0.9637402235597804,5,0.1636162152268362,0.49270620942115784,0.4410523703049287,0.965892850559885,0.0,0.06692897337866088,0.6573816720923317,4.086214435720386,0.0,0.43888827784049916,0.9697553820656117,0.0,0.6708508983326419,4.080727474701002,0.05993185746640975,0.0,0.43888827784049916
7,full,0.43536876143826825,0.9282935080320939,0.0003231767348649497,0.0003231767348649497,534.0092813968658,464.44575929641724,69.56352210044861,0.9282935080320939,7,0.15772262137234572,0.47277653217315674,0.43536876143826825,0.9505180117585207,0.0,0.07468348889281701,0.6572871157739586,3.766783677392888,0.0,0.43185063519915523,0.9282935080320939,0.0,0.6637850328919969,3.726385846230143,0.07132268383883048,0.0,0.43185063519915523
8,full,0.429475137623795,0.9328171406391162,0.0003118205094319052,0.0003118205094319052,534.192042350769,464.57202982902527,69.62001252174377,0.9282935080320939,7,0.13209511270293878,0.3903709352016449,0.429475137623795,0.9349606930849198,0.0,0.08249280561649093,0.6571447599179223,3.4697654454855127,0.0,0.4282046608302904,0.9328171406391162,0.0,0.6619236066145597,3.4978040525878686,0.08098326522658988,0.0,0.4282046608302904
9,full,0.42684003126952785,0.9251685632023834,0.0002987436867076458,0.0002987436867076458,533.9828836917877,464.4002785682678,69.5826051235199,0.9251685632023834,9,0.12363098327525437,0.3249397277832031,0.42684003126952785,0.9274698856231524,0.0,0.08665032498313265,0.6573759574699863,3.2866179850830854,0.0,0.42582323384169796,0.9251685632023834,0.0,0.6637068100021657,3.3361936208706546,0.08347314185854318,0.0,0.42582323384169796
10,full,0.4247920757842035,0.9140995211071439,0.00028411071532527836,0.00028411071532527836,534.0455646514893,464.39597034454346,69.6495943069458,0.9140995211071439,10,0.11602688651923833,0.2713553011417389,0.4247920757842035,0.9219507299714971,0.0,0.08794116405398554,0.6576196670243933,3.2352196864666647,0.0,0.4239733954846571,0.9140995211071439,0.0,0.651270846525828,4.215179109343008,0.08810012420450432,0.0,0.4239733954846571
11,full,0.4229747525077345,0.9162563629772352,0.0002681056133901839,0.0002681056133901839,533.9569914340973,464.3618550300598,69.59513640403748,0.9140995211071439,10,0.10804430166982394,0.3054262697696686,0.4229747525077345,0.9167366430001218,0.0,0.0889715239621852,0.6579008990360431,3.1882286535929594,0.0,0.42252085707037923,0.9162563629772352,0.0,0.6620828679218385,3.471209660820339,0.08473976701498032,0.0,0.42252085707037923
12,full,0.42147494400282726,0.9098095640468137,0.0002509296543455727,0.0002509296543455727,534.4717285633087,464.7324798107147,69.739248752594,0.9098095640468137,12,0.10469069615673125,0.2885627746582031,0.42147494400282726,0.912436760394432,0.0,0.08871075121782711,0.6581162229414574,3.220420915241541,0.0,0.4210978821279922,0.9098095640468137,0.0,0.6649163722416053,3.5309083922473703,0.08388691453110193,0.0,0.4210978821279922
13,full,0.4202046569486339,0.9218640514617957,0.00023279883584215427,0.00023279883584215427,535.0125267505646,464.9401226043701,70.07240414619446,0.9098095640468137,12,0.09741353567018474,0.2528340220451355,0.4202046569486339,0.9091640067215843,0.0,0.08769392207751395,0.6581790103445319,3.2718660574870357,0.0,0.4206200413369902,0.9218640514617957,0.0,0.6467883581124642,4.485454500585362,0.09143403496431268,0.0,0.4206200413369902
14,full,0.41921257608746965,0.9072416309573225,0.00021394116344235502,0.00021394116344235502,534.6019916534424,465.00258779525757,69.59940385818481,0.9072416309573225,14,0.09133906201645281,0.2401631772518158,0.41921257608746965,0.906454379353875,0.0,0.08660156241963823,0.6583339613034619,3.327451886404238,0.0,0.4196070930808063,0.9072416309573225,0.0,0.6792007339173469,2.7255585631310653,0.07509331415960754,0.0,0.4196070930808063
15,full,0.4185910047974523,0.8961724984473076,0.00019459378331807887,0.00019459378331807887,534.7401731014252,465.06144547462463,69.67872762680054,0.8961724984473076,15,inf,inf,0.4185910047974523,0.9046905538767684,0.0,0.08588543792841945,0.6585326474407708,3.364691087960332,0.0,0.418952357797807,0.8961724984473076,0.0,0.6589360444442086,4.071346251285019,0.08232443851693241,0.0,0.418952357797807
16,full,0.4181277413538318,0.8948780471000118,0.000175,0.000175,534.3999371528625,464.688227891922,69.71170926094055,0.8948780471000118,16,0.08114592432345127,0.24060273170471191,0.4181277413538318,0.9034276963577593,0.0,0.08516756073090877,0.6585498371464453,3.415291525000096,0.0,0.41873206982866,0.8948780471000118,0.0,0.6549886087864494,4.305471154226773,0.0840526652580874,0.0,0.41873206982866
17,full,0.4175228748601178,0.8888441951954422,0.00015540621668192113,0.00015540621668192113,534.7639636993408,465.0204236507416,69.74354004859924,0.8888441951954422,17,0.08026509012626044,0.23413093388080597,0.4175228748601178,0.9018502976326441,0.0,0.08443960522671998,0.6586893546105584,3.440329183257909,0.0,0.4181696834483584,0.8888441951954422,0.0,0.6525191457375236,4.434493178906648,0.08387756099303563,0.0,0.4181696834483584
18,full,0.417192972845149,0.8990622194492874,0.00013605883655764498,0.00013605883655764498,534.532219171524,464.86387825012207,69.66834092140198,0.8888441951954422,17,inf,inf,0.417192972845149,0.900951883885131,0.0,0.08423392815197826,0.6587820042289586,3.4432773947571613,0.0,0.41756114176506004,0.8990622194492874,0.0,0.6508399441046415,4.286397529109089,0.0875289151849954,0.0,0.41756114176506004
19,full,0.41668962880951027,0.9072324089382006,0.00011720116415784581,0.00011720116415784581,534.5801653862,464.9833970069885,69.59676837921143,0.8888441951954422,17,0.06986633379197034,0.18116888403892517,0.41668962880951027,0.8999112151842452,0.0,0.08413110143688599,0.6589174048644023,3.449683658157035,0.0,0.4173400711610121,0.9072324089382006,0.0,0.6566087940464849,4.1980065141899,0.08330420991360853,0.0,0.4173400711610121
20,full,0.41630006708574124,0.8968795486118483,9.907034565442733e-05,9.907034565442733e-05,534.5055513381958,464.8944568634033,69.61109447479248,0.8888441951954422,17,0.06976059452600174,0.17679747939109802,0.41630006708574124,0.8988628633941964,0.0,0.08393016869276582,0.658894522662895,3.461001095200969,0.0,0.41691074783099447,0.8968795486118483,0.0,0.6476204213888749,4.524827372048788,0.08783890443723559,0.0,0.41691074783099447
21,full,0.41618471274641144,0.8906637594319772,8.189438660981611e-05,8.189438660981611e-05,534.2957699298859,464.67324137687683,69.62252855300903,0.8888441951954422,17,0.06359253997183624,0.15594495832920074,0.41618471274641144,0.8983375045235529,0.0,0.08395087357696052,0.6589918120019813,3.454606980193483,0.0,0.4166447055224635,0.8906637594319772,0.0,0.6506965183405484,4.426970212355904,0.0866640555685845,0.0,0.4166447055224635
22,full,0.41594338139570897,0.8937116797995452,6.588928467472164e-05,6.588928467472164e-05,534.6974730491638,465.01389265060425,69.68358039855957,0.8888441951954422,17,0.06009197336235315,0.1481347531080246,0.41594338139570897,0.8978333961862751,0.0,0.08438442045644809,0.658995383091388,3.4410102583621116,0.0,0.41643509542308565,0.8937116797995452,0.0,0.6579715603791573,4.1428972569064815,0.08319097775336048,0.0,0.41643509542308565
23,full,0.41574143930963336,0.8985963599117481,5.1256313292354196e-05,5.1256313292354196e-05,534.395477771759,464.8129692077637,69.58250856399536,0.8888441951954422,17,inf,inf,0.41574143930963336,0.8973502262327663,0.0,0.08430170407462437,0.6590029227546221,3.4391170121738384,0.0,0.4162014750178885,0.8985963599117481,0.0,0.6606008701278392,4.0651120419663505,0.08100807504809421,0.0,0.4162014750178885
24,full,0.4154725510090986,0.8905472908043055,3.817949056809478e-05,3.817949056809478e-05,534.2864427566528,464.53817319869995,69.74826955795288,0.8888441951954422,17,0.054347818474113005,0.1274244338274002,0.4154725510090986,0.8966503132499547,0.0,0.08465970176054748,0.6589730635663762,3.4339630125223364,0.0,0.41600142383345085,0.8905472908043055,0.0,0.6595191630188394,3.8825360945457423,0.08387330307620736,0.0,0.41600142383345085
25,full,0.41526243422166903,0.8915633225210623,2.6823265135050278e-05,2.6823265135050278e-05,534.0992674827576,464.4120349884033,69.68723249435425,0.8888441951954422,17,0.05018164180984953,0.13627180457115173,0.41526243422166903,0.8961927867714122,0.0,0.0848353836221447,0.6589764411388891,3.4232544195551107,0.0,0.4159574145856111,0.8915633225210623,0.0,0.632984605388365,6.2672097959380215,0.09299134221917765,0.0,0.4159574145856111
26,full,0.41513516677334056,0.8956495710617103,1.7330448117076668e-05,1.7330448117076668e-05,534.2240281105042,464.53250312805176,69.69152498245239,0.8888441951954422,17,0.04281280455072529,0.08894389122724533,0.41513516677334056,0.8959882771089547,0.0,0.08505568862357768,0.6589608015864187,3.417098360165431,0.0,0.41579123294871784,0.8956495710617103,0.0,0.6530844765008935,4.2039513680094105,0.08739473015645852,0.0,0.41579123294871784
27,full,0.41503721875608185,0.8918757352276124,9.820417196035674e-06,9.820417196035674e-06,534.1423845291138,464.4003143310547,69.74207019805908,0.8888441951954422,17,0.041071981072263675,0.09213076531887054,0.41503721875608185,0.8955886681105811,0.0,0.08536195022559656,0.6589442978026356,3.407290051032439,0.0,0.4156562634136366,0.8918757352276124,0.0,0.661471872801942,3.6838379804638848,0.08377962797016338,0.0,0.4156562634136366
28,full,0.4149428919912682,0.8935714228717602,4.387615368180867e-06,4.387615368180867e-06,534.5049257278442,464.7637791633606,69.74114656448364,0.8888441951954422,17,inf,inf,0.4149428919912682,0.895098731119947,0.0,0.08531730145468244,0.6589346915807804,3.4038852725669004,0.0,0.41553753672014687,0.8935714228717602,0.0,0.6504423768048125,4.5382466316223145,0.08717218671299985,0.0,0.41553753672014687
29,full,0.4147754058223826,0.8948421054992123,1.1003632686825443e-06,1.1003632686825443e-06,535.0512163639069,465.4630055427551,69.58821082115173,0.8888441951954422,17,0.03314796991943592,0.06836706399917603,0.4147754058223826,0.8951817532548593,0.0,0.08546543708735539,0.658950840403408,3.392112305259474,0.0,0.4155780143207974,0.8948421054992123,0.0,0.6578718659958401,4.044154540352199,0.08470619246723571,0.0,0.4155780143207974
30,full,0.41479488951407434,0.8935585747594419,0.0,0.0,534.4755518436432,464.80916833877563,69.66638350486755,0.8888441951954422,17,0.031404485117459385,0.0686832144856453,0.41479488951407434,0.8951418703239514,0.0,0.08567676849960561,0.6589480730037158,3.3934981488547273,0.0,0.41551354599459733,0.8935585747594419,0.0,0.6483815116582862,4.640085128194468,0.08842756998711739,0.0,0.41551354599459733
