epoch,phase,train_loss,train_dice_loss,train_bce_loss,train_pre_loss,train_post_loss,val_loss,val_dice_pre,val_dice_post,val_dice_mean,lr_encoder,lr_decoder,epoch_time_s,train_time_s,val_time_s,best_val_metric,best_epoch,grad_norm_mean,grad_norm_max
1,frozen,0.9933980979668036,0.9933980979668036,0.6846676990238744,0.9878980908057672,0.9988981059552949,0.9930654070192007,0.009683213517556868,0.00031957169906003105,0.00500139260830845,8.5e-05,0.001,977.6330902576447,846.7585732936859,130.87451696395874,0.00500139260830845,1,0.08808702885560694,0.16215334832668304
2,full,0.4920646396307692,0.4920646396307692,0.08427899857863,0.5984577518732235,0.385671527127992,0.4995304348190766,0.38625404904119326,0.5789347918368482,0.4825944204390207,8.327845137861615e-05,0.0009797464868072487,926.5433106422424,832.8858730792999,93.6574375629425,0.4825944204390207,2,0.00442905618994869,3.3892722129821777
3,full,0.48828956737214846,0.48828956737214846,0.09570307799312369,0.5945648074224463,0.38201432708012223,0.49952685780323014,0.38625404904119326,0.5789347918368482,0.4825944204390207,7.825327514532521e-05,0.0009206267664155906,925.906857252121,831.8925545215607,94.0143027305603,0.4825944204390207,2,7.645857948674673e-06,3.5979053791379556e-05
4,full,0.48811568380462045,0.48811568380462045,0.1089501040083368,0.594409997852595,0.38182136971945696,0.49952672000697984,0.38625404904119326,0.5789347918368482,0.4825944204390207,7.033158119267462e-05,0.0008274303669726426,926.2914726734161,832.8335089683533,93.45796370506287,0.4825944204390207,2,3.4334343807862137e-07,1.5405595377160353e-06
5,full,0.4882395940793135,0.4882395940793135,0.12080053694812357,0.5943216427758562,0.38215754606146984,0.49952672000697984,0.38625404904119326,0.5789347918368482,0.4825944204390207,6.015513805258018e-05,0.0007077075065009433,927.1609420776367,833.0786845684052,94.08225750923157,0.4825944204390207,2,1.8352978750881693e-08,8.438715326519741e-08
6,full,0.48812694732065487,0.48812694732065487,0.12728401304053694,0.5946160324686051,0.38163786182870657,0.49952672000697984,0.38625404904119326,0.5789347918368482,0.4825944204390207,4.854838062661463e-05,0.0005711574191366427,923.6825802326202,830.0947813987732,93.58779883384705,0.4825944204390207,2,3.2562259728738815e-09,7.32206615339237e-08
7,full,0.4881355327835434,0.4881355327835434,0.12845219170837094,0.5944258804217903,0.381845185656645,0.49952672000697984,0.38625404904119326,0.5789347918368482,0.4825944204390207,3.6451619373385385e-05,0.0004288425808633575,924.7564647197723,831.6532096862793,93.10325503349304,0.4825944204390207,2,2.556324517324201e-09,1.3413271915396763e-07
8,full,0.48821620615014716,0.48821620615014716,0.12858678455602693,0.5943241706319912,0.38210824191932874,0.49952672000697984,0.38625404904119326,0.5789347918368482,0.4825944204390207,2.4844861947419833e-05,0.0002922924934990568,925.5543313026428,832.4943151473999,93.06001615524292,0.4825944204390207,2,2.69388993687313e-09,2.3753401023896004e-07
9,full,0.4881562599617389,0.4881562599617389,0.12854073462667007,0.5943439535725751,0.38196856649036137,0.49952672000697984,0.38625404904119326,0.5789347918368482,0.4825944204390207,1.4668418807325389e-05,0.0001725696330273575,925.6048769950867,831.8673031330109,93.7375738620758,0.4825944204390207,2,2.679663748525022e-09,4.882738480205262e-08
10,full,0.48817488219228145,0.48817488219228145,0.12856219049512346,0.5943974367989484,0.38195232753912833,0.49952672000697984,0.38625404904119326,0.5789347918368482,0.4825944204390207,6.746724854674795e-06,7.937323358440934e-05,925.7646465301514,832.3710675239563,93.39357900619507,0.4825944204390207,2,2.7441654030841386e-09,1.4619840271734574e-07
11,full,0.48827225012631226,0.48827225012631226,0.12855415295148823,0.5945719520585657,0.3819725481847615,0.49952672000697984,0.38625404904119326,0.5789347918368482,0.4825944204390207,1.7215486213838667e-06,2.025351319275137e-05,926.4399421215057,833.7864193916321,92.65352272987366,0.4825944204390207,2,2.770332292213117e-09,5.0939334528266045e-08
12,full,0.48817157411590195,0.48817157411590195,0.12853536898140377,0.5943049795540943,0.3820381687148985,0.49952672000697984,0.38625404904119326,0.5789347918368482,0.4825944204390207,0.0,0.0,925.996342420578,832.5183341503143,93.47800827026367,0.4825944204390207,2,2.818049497138338e-09,8.754071956218468e-08
