file_path,file_name,file_suffix,scene_index,scene_name,size_z,z_step_um,z_start_um,z_end_um,z_range_method,error
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_10uM_24hod_4_Multichannel Z-Stack_20251205_198.vsi,5_PSI_10uM_24hod_4_Multichannel Z-Stack_20251205_198.vsi,.vsi,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_10uM_24hod_5_Multichannel Z-Stack_20251205_199.vsi,5_PSI_10uM_24hod_5_Multichannel Z-Stack_20251205_199.vsi,.vsi,0,"C488, C561, C640",50,,320.15412012451924,327.5041201245193,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_10uM_24hod_5_Multichannel Z-Stack_20251205_199.vsi,5_PSI_10uM_24hod_5_Multichannel Z-Stack_20251205_199.vsi,.vsi,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_10uM_24hod_6_Multichannel Z-Stack_20251205_200.vsi,5_PSI_10uM_24hod_6_Multichannel Z-Stack_20251205_200.vsi,.vsi,0,"C488, C561, C640",53,,323.7021668803027,331.50216688030275,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_10uM_24hod_6_Multichannel Z-Stack_20251205_200.vsi,5_PSI_10uM_24hod_6_Multichannel Z-Stack_20251205_200.vsi,.vsi,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_10uM_24hod_6_Multichannel Z-Stack_20251205_201.vsi,5_PSI_10uM_24hod_6_Multichannel Z-Stack_20251205_201.vsi,.vsi,0,"C488, C561, C640",44,,328.6534609045962,335.1034609045962,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_10uM_24hod_6_Multichannel Z-Stack_20251205_201.vsi,5_PSI_10uM_24hod_6_Multichannel Z-Stack_20251205_201.vsi,.vsi,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_10uM_24hod_7_Multichannel Z-Stack_20251205_202.vsi,5_PSI_10uM_24hod_7_Multichannel Z-Stack_20251205_202.vsi,.vsi,0,"C488, C561, C640",51,,329.404107916743,336.904107916743,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_10uM_24hod_7_Multichannel Z-Stack_20251205_202.vsi,5_PSI_10uM_24hod_7_Multichannel Z-Stack_20251205_202.vsi,.vsi,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_10uM_24hod_8_Multichannel Z-Stack_20251205_203.vsi,5_PSI_10uM_24hod_8_Multichannel Z-Stack_20251205_203.vsi,.vsi,0,"C488, C561, C640",73,,330.1021546725264,340.9021546725264,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_10uM_24hod_8_Multichannel Z-Stack_20251205_203.vsi,5_PSI_10uM_24hod_8_Multichannel Z-Stack_20251205_203.vsi,.vsi,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_10uM_24hod_9_Multichannel Z-Stack_20251205_204.vsi,5_PSI_10uM_24hod_9_Multichannel Z-Stack_20251205_204.vsi,.vsi,0,"C488, C561, C640",66,,334.3566959653299,344.1066959653299,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_10uM_24hod_9_Multichannel Z-Stack_20251205_204.vsi,5_PSI_10uM_24hod_9_Multichannel Z-Stack_20251205_204.vsi,.vsi,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_10_Multichannel Z-Stack_20251205_193.vsi,5_PSI_1uM_24hod_10_Multichannel Z-Stack_20251205_193.vsi,.vsi,0,"C488, C561, C640",37,,300.801550387597,306.2015503875969,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_10_Multichannel Z-Stack_20251205_193.vsi,5_PSI_1uM_24hod_10_Multichannel Z-Stack_20251205_193.vsi,.vsi,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_1_Multichannel Z-Stack_20251205_184.vsi,5_PSI_1uM_24hod_1_Multichannel Z-Stack_20251205_184.vsi,.vsi,0,"C488, C561, C640",37,,274.7074284319111,280.1074284319111,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_1_Multichannel Z-Stack_20251205_184.vsi,5_PSI_1uM_24hod_1_Multichannel Z-Stack_20251205_184.vsi,.vsi,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_2_Multichannel Z-Stack_20251205_185.vsi,5_PSI_1uM_24hod_2_Multichannel Z-Stack_20251205_185.vsi,.vsi,0,"C488, C561, C640",50,,275.35158090703777,282.7015809070378,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_2_Multichannel Z-Stack_20251205_185.vsi,5_PSI_1uM_24hod_2_Multichannel Z-Stack_20251205_185.vsi,.vsi,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_3_Multichannel Z-Stack_20251205_186.vsi,5_PSI_1uM_24hod_3_Multichannel Z-Stack_20251205_186.vsi,.vsi,0,"C488, C561, C640",38,,280.75287493133123,286.30287493133125,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_3_Multichannel Z-Stack_20251205_186.vsi,5_PSI_1uM_24hod_3_Multichannel Z-Stack_20251205_186.vsi,.vsi,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_4_Multichannel Z-Stack_20251205_187.vsi,5_PSI_1uM_24hod_4_Multichannel Z-Stack_20251205_187.vsi,.vsi,0,"C488, C561, C640",44,,283.45416895562477,289.90416895562475,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_4_Multichannel Z-Stack_20251205_187.vsi,5_PSI_1uM_24hod_4_Multichannel Z-Stack_20251205_187.vsi,.vsi,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_5_Multichannel Z-Stack_20251205_188.vsi,5_PSI_1uM_24hod_5_Multichannel Z-Stack_20251205_188.vsi,.vsi,0,"C488, C561, C640",37,,287.00676310809996,292.4067631080999,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_5_Multichannel Z-Stack_20251205_188.vsi,5_PSI_1uM_24hod_5_Multichannel Z-Stack_20251205_188.vsi,.vsi,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_6_Multichannel Z-Stack_20251205_189.vsi,5_PSI_1uM_24hod_6_Multichannel Z-Stack_20251205_189.vsi,.vsi,0,"C488, C561, C640",37,,289.6009155832266,295.0009155832266,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_6_Multichannel Z-Stack_20251205_189.vsi,5_PSI_1uM_24hod_6_Multichannel Z-Stack_20251205_189.vsi,.vsi,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_7_Multichannel Z-Stack_20251205_190.vsi,5_PSI_1uM_24hod_7_Multichannel Z-Stack_20251205_190.vsi,.vsi,0,"C488, C561, C640",38,,291.95350973570163,297.5035097357017,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_7_Multichannel Z-Stack_20251205_190.vsi,5_PSI_1uM_24hod_7_Multichannel Z-Stack_20251205_190.vsi,.vsi,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_8_Multichannel Z-Stack_20251205_191.vsi,5_PSI_1uM_24hod_8_Multichannel Z-Stack_20251205_191.vsi,.vsi,0,"C488, C561, C640",38,,295.5548037599951,301.1048037599951,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_8_Multichannel Z-Stack_20251205_191.vsi,5_PSI_1uM_24hod_8_Multichannel Z-Stack_20251205_191.vsi,.vsi,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_9_Multichannel Z-Stack_20251205_192.vsi,5_PSI_1uM_24hod_9_Multichannel Z-Stack_20251205_192.vsi,.vsi,0,"C488, C561, C640",37,,298.20739791247024,303.6073979124702,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\5_PSI_1uM_24hod_9_Multichannel Z-Stack_20251205_192.vsi,5_PSI_1uM_24hod_9_Multichannel Z-Stack_20251205_192.vsi,.vsi,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_10_Multichannel Z-Stack_20251205_128_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",29,,245.2048709027651,249.40487090276505,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_10_Multichannel Z-Stack_20251205_128_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_1_Multichannel Z-Stack_20251205_119_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",30,,228.4522950619545,232.80229506195445,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_1_Multichannel Z-Stack_20251205_119_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_21_Multichannel Z-Stack_20251205_129_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",23,,246.501623634255,249.801623634255,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_21_Multichannel Z-Stack_20251205_129_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_21_Multichannel Z-Stack_20251205_130_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",17,,247.8899346883965,250.2899346883965,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_21_Multichannel Z-Stack_20251205_130_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_22_Multichannel Z-Stack_20251205_131_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",23,,248.30227064640172,251.60227064640176,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_22_Multichannel Z-Stack_20251205_131_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_23_Multichannel Z-Stack_20251205_132_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",8,,250.64382896905326,251.6938289690533,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_23_Multichannel Z-Stack_20251205_132_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_24_Multichannel Z-Stack_20251205_133_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",15,,249.8074650552402,251.90746505524018,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_24_Multichannel Z-Stack_20251205_133_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_25_Multichannel Z-Stack_20251205_134_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",24,,249.95291765854853,253.4029176585485,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_25_Multichannel Z-Stack_20251205_134_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_26_Multichannel Z-Stack_20251205_135_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",17,,251.49122871268997,253.89122871268998,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_26_Multichannel Z-Stack_20251205_135_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_27_Multichannel Z-Stack_20251205_136_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",17,,252.80356467069524,255.20356467069527,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_27_Multichannel Z-Stack_20251205_136_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_28_Multichannel Z-Stack_20251205_137_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",14,,254.3522645425136,256.30226454251357,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_28_Multichannel Z-Stack_20251205_137_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_29_Multichannel Z-Stack_20251205_138_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",31,,254.70161142647868,259.2016114264787,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_29_Multichannel Z-Stack_20251205_138_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_2_Multichannel Z-Stack_20251205_120_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",35,,229.1061893426113,234.20618934261128,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_2_Multichannel Z-Stack_20251205_120_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_30_Multichannel Z-Stack_20251205_139_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",22,,256.3568058353171,259.5068058353171,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_30_Multichannel Z-Stack_20251205_139_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_3_Multichannel Z-Stack_20251205_121_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",30,,231.35164194591957,235.70164194591956,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_3_Multichannel Z-Stack_20251205_121_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_4_Multichannel Z-Stack_20251205_122_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",29,,232.90553622657634,237.10553622657633,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_4_Multichannel Z-Stack_20251205_122_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_5_Multichannel Z-Stack_20251205_123_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",23,,235.2094305072331,238.5094305072331,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_5_Multichannel Z-Stack_20251205_123_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_6_Multichannel Z-Stack_20251205_124_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",29,,236.50683025086985,240.70683025086984,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_6_Multichannel Z-Stack_20251205_124_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_7_Multichannel Z-Stack_20251205_125_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",31,,238.70942440334497,243.20942440334497,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_7_Multichannel Z-Stack_20251205_125_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_8_Multichannel Z-Stack_20251205_126_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",30,,240.35487700665328,244.70487700665328,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_8_Multichannel Z-Stack_20251205_126_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_9_Multichannel Z-Stack_20251205_127_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",31,,242.7074711591284,247.2074711591284,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_9_Multichannel Z-Stack_20251205_127_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_10_Multichannel Z-Stack_20251205_149_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",23,,270.0015931148141,273.3015931148141,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_10_Multichannel Z-Stack_20251205_149_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_11_Multichannel Z-Stack_20251205_150_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",21,,272.4074345357993,275.4074345357993,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_11_Multichannel Z-Stack_20251205_150_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_1_Multichannel Z-Stack_20251205_140_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",24,,257.5522584386254,261.0022584386254,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_1_Multichannel Z-Stack_20251205_140_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_2_Multichannel Z-Stack_20251205_141_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",36,,260.05549960324726,265.30549960324726,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_2_Multichannel Z-Stack_20251205_141_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_3_Multichannel Z-Stack_20251205_142_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",16,,264.64251052920713,266.89251052920713,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_3_Multichannel Z-Stack_20251205_142_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_4_Multichannel Z-Stack_20251205_143_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",23,,266.0035463590307,269.3035463590307,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_4_Multichannel Z-Stack_20251205_143_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_5_Multichannel Z-Stack_20251205_144_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",26,,266.6522462308491,270.4022462308491,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_5_Multichannel Z-Stack_20251205_144_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_6_Multichannel Z-Stack_20251205_145_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",17,,265.59121040102553,267.9912104010255,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_6_Multichannel Z-Stack_20251205_145_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_7_Multichannel Z-Stack_20251205_146_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",23,,266.09510468168224,269.39510468168226,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_7_Multichannel Z-Stack_20251205_146_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_8_Multichannel Z-Stack_20251205_147_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",15,,268.39380455350056,270.49380455350064,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_8_Multichannel Z-Stack_20251205_147_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_9_Multichannel Z-Stack_20251205_148_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",23,,268.59769883415737,271.8976988341574,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_KONTROLA_WO_9_Multichannel Z-Stack_20251205_148_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_LITHIUM_1uM_24hod_1_Multichannel Z-Stack_20251205_206_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",72,,342.8566837575536,353.50668375755356,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_LITHIUM_1uM_24hod_1_Multichannel Z-Stack_20251205_206_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_LITHIUM_1uM_24hod_2_Multichannel Z-Stack_20251205_207_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",73,,346.704730513337,357.504730513337,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_LITHIUM_1uM_24hod_2_Multichannel Z-Stack_20251205_207_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_LITHIUM_1uM_24hod_3_Multichannel Z-Stack_20251205_208_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",87,,350.8001770127572,363.7001770127572,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_LITHIUM_1uM_24hod_3_Multichannel Z-Stack_20251205_208_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_PSI1h10uM_WO_24hod_10_Multichannel Z-Stack_20251205_172_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",45,,323.8034670084844,330.4034670084844,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_PSI1h10uM_WO_24hod_10_Multichannel Z-Stack_20251205_172_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_PSI1h10uM_WO_24hod_1_Multichannel Z-Stack_20251205_162_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",21,,304.60544466825365,307.60544466825365,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_PSI1h10uM_WO_24hod_1_Multichannel Z-Stack_20251205_162_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_PSI1h10uM_WO_24hod_2_Multichannel Z-Stack_20251205_163_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",36,,303.85089727156196,309.10089727156196,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_PSI1h10uM_WO_24hod_2_Multichannel Z-Stack_20251205_163_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_PSI1h10uM_WO_24hod_3_Multichannel Z-Stack_20251205_164_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,0,"C488, C561, C640",21,,307.50479155221876,310.50479155221876,ome_plane_position_z,
Z:\Brejtr\ActiveProjects\Microscopy\20251205\_5_PSI1h10uM_WO_24hod_3_Multichannel Z-Stack_20251205_164_\stack1\frame_t_0.ets,frame_t_0.ets,.ets,1,macro image,1,,,,unavailable,
