epoch,phase,train_loss,train_dice_loss,train_bce_loss,train_pre_loss,train_post_loss,val_loss,val_dice_pre,val_dice_post,val_dice_mean,lr_encoder,lr_decoder,epoch_time_s,train_time_s,val_time_s,best_val_metric,best_epoch,grad_norm_mean,grad_norm_max
1,frozen,1.6620563997751538,0.9748811385520366,0.6871752611580365,1.8559466570109069,1.4681661423720505,1.6627421314851134,0.039126414058618116,0.0011317138181920756,0.020129063938405096,8.5e-05,0.001,2591.295921087265,2266.7401056289673,324.55581545829773,0.020129063938405096,1,1.9023577763647135,1.9919869899749756
2,full,0.543875775948885,0.47949017032764757,0.06438560572089233,0.6211436973488698,0.4666078546046839,0.48776210652328633,0.5718852739662669,0.5945157683043092,0.583200521135288,8.327845137861615e-05,0.0009797464868072487,930.1654763221741,836.279135465622,93.88634085655212,0.583200521135288,2,2.091615888238827,33.816707611083984
3,full,0.47894049337419364,0.4203404928402863,0.05860000020617945,0.5417421376476458,0.4161388486893384,0.4644958210760208,0.5822991219879039,0.6236706477171962,0.6029848848525501,7.825327514532521e-05,0.0009206267664155906,931.2318921089172,837.9084551334381,93.32343697547913,0.6029848848525501,3,3.2438346124747355,69.5515365600586
4,full,0.4635576416807044,0.4075270046953143,0.056030637159132396,0.526165361356817,0.40094992200924034,0.5241036165782083,0.547499920475188,0.546153037792381,0.5468264791337845,7.033158119267462e-05,0.0008274303669726426,932.5441975593567,838.7093365192413,93.83486104011536,0.6029848848525501,3,3.5813315867880284,86.1237564086914
5,full,0.4536241268896867,0.39948580775371006,0.054138318970950526,0.5147187133797467,0.3925295400788717,0.5065987480824069,0.5462564064894043,0.5853313968743957,0.5657939016819,6.015513805258018e-05,0.0007077075065009433,932.0443270206451,837.8372180461884,94.20710897445679,0.6029848848525501,3,4.089833660607609,137.746337890625
6,full,0.4458015190817752,0.3928493225635855,0.052952196509764,0.5056627983980739,0.3859402397956924,0.48877851399115874,0.5677339544144621,0.591785529845595,0.5797597421300285,4.854838062661463e-05,0.0005711574191366427,933.2388319969177,839.2011818885803,94.0376501083374,0.6029848848525501,3,4.276218096192068,149.1240234375
7,full,0.4372869825153041,0.3856142362191253,0.051672746230226524,0.496341077962693,0.3782328868471057,0.4776443293574842,0.5751750583994094,0.6044455555534194,0.5898103069764145,3.6451619373385385e-05,0.0004288425808633575,933.4995791912079,839.3832337856293,94.11634540557861,0.6029848848525501,3,4.475168192208585,161.5513153076172
8,full,0.4284057923066897,0.3778717454445565,0.050534047013794534,0.4865284613640887,0.37028312347474884,0.4920664771390888,0.5522525386601792,0.5912364336395433,0.5717444861498613,2.4844861947419833e-05,0.0002922924934990568,932.4773027896881,838.1995508670807,94.27775192260742,0.6029848848525501,3,4.91336448933401,130.95584106445312
9,full,0.42048473833754924,0.37124799218681337,0.04923674623324893,0.47744912152923674,0.3635203555247245,0.5124569565531643,0.5366865880919008,0.5650235909191964,0.5508550895055486,1.4668418807325389e-05,0.0001725696330273575,931.660679101944,838.0795140266418,93.58116507530212,0.6029848848525501,3,5.35364357245041,146.52175903320312
10,full,0.4124391651171229,0.36421169504009604,0.04822747011537802,0.4693957648054521,0.3554825656519277,0.4676718487545795,0.5739119320370705,0.6154337923170821,0.5946728621770763,6.746724854674795e-06,7.937323358440934e-05,934.3367590904236,840.5219559669495,93.81480312347412,0.6029848848525501,3,5.589074755713026,152.2763214111328
11,full,0.40710751780192134,0.35997020480990166,0.04713731327297079,0.4636774504752785,0.3505375855295079,0.46663122424072595,0.5760380715237068,0.6150892087827723,0.5955636401532396,1.7215486213838667e-06,2.025351319275137e-05,932.9805164337158,839.7438032627106,93.23671317100525,0.6029848848525501,3,5.938298308701508,169.6207733154297
12,full,0.4023927443416307,0.35567192521543034,0.04672081925055107,0.459260746901743,0.3455247418349776,0.4807350023949104,0.5676298531384434,0.5976132975344944,0.582621575336469,0.0,0.0,932.1606049537659,838.6801421642303,93.48046278953552,0.6029848848525501,3,5.544910163180056,153.57102966308594
