epoch,phase,train_loss,train_dice_loss,train_bce_loss,train_pre_loss,train_post_loss,val_loss,val_dice_pre,val_dice_post,val_dice_mean,lr_encoder,lr_decoder,epoch_time_s,train_time_s,val_time_s,best_val_metric,best_epoch,grad_norm_mean,grad_norm_max
1,frozen,1.650184110906414,0.9630088498041608,0.6871752611580365,1.8349745619633588,1.465393660239953,1.6505192357112157,0.039126414058618116,0.0011317138181920756,0.020129063938405096,8.5e-05,0.001,1370.1650536060333,1158.4919483661652,211.67310523986816,0.020129063938405096,1,1.9122630753061214,2.022827625274658
2,full,0.5131385624408722,0.44653921362725607,0.06659934888189277,0.5885497608630711,0.43772736412559166,0.5049035044735818,0.5265082305711908,0.5447467016878903,0.5356274661295406,8.327845137861615e-05,0.0009797464868072487,921.880921125412,829.0331573486328,92.84776377677917,0.5356274661295406,2,2.13857882794134,39.58143997192383
3,full,0.46079335115225895,0.3999694569111614,0.06082389444040724,0.5265815926312173,0.39500510969421937,0.44152305995249075,0.5846279081839133,0.6159981041883411,0.6003130061861273,7.825327514532521e-05,0.0009206267664155906,940.892297744751,847.9939656257629,92.89833211898804,0.6003130061861273,3,3.1347278532270075,35.8033447265625
4,full,0.4460514866767445,0.3881888749018937,0.05786261188293132,0.5110964435503536,0.3810065299309726,0.48681527960637433,0.5574059332901934,0.5431847844286015,0.5502953588593975,7.033158119267462e-05,0.0008274303669726426,946.4544801712036,853.6603651046753,92.79411506652832,0.6003130061861273,3,3.444035060484107,51.38676834106445
5,full,0.43567148267971784,0.37934679612970595,0.056324686260925606,0.49977247068558817,0.3715704940532563,0.4395428423773063,0.587563952240211,0.6113237975816844,0.5994438749109476,6.015513805258018e-05,0.0007077075065009433,986.3087332248688,893.7371990680695,92.57153415679932,0.6003130061861273,3,3.8762745569860892,79.6833724975586
6,full,0.4270198240706523,0.3718893942967199,0.055130429572007845,0.4899912130542598,0.3640484346012637,0.41923460572326143,0.6030841046161028,0.6345141165142767,0.6187991105651898,4.854838062661463e-05,0.0005711574191366427,933.1310606002808,840.0570900440216,93.07397055625916,0.6187991105651898,6,4.220993348085421,70.22418975830078
7,full,0.41974433471168787,0.36611056430089534,0.053633770379995414,0.48224746439018484,0.35724120538881055,0.47441306296907126,0.563573507164266,0.5631124165053923,0.5633429618348291,3.6451619373385385e-05,0.0004288425808633575,936.7056574821472,844.0722415447235,92.6334159374237,0.6187991105651898,6,4.69692763289885,72.04098510742188
8,full,0.411235731150278,0.35910207173545766,0.05213365958333294,0.47267273240659524,0.3497987302449318,0.43056259572821876,0.5723806871331623,0.6305893154373859,0.6014850012852742,2.4844861947419833e-05,0.0002922924934990568,994.8415400981903,901.8289258480072,93.0126142501831,0.6187991105651898,6,4.742853047250957,73.06846618652344
9,full,0.4037326351191655,0.35287110476574907,0.05086153035051104,0.46459901835603806,0.3428662515371327,0.45615774006072707,0.5620548495292242,0.5837703729476187,0.5729126112384215,1.4668418807325389e-05,0.0001725696330273575,969.7898278236389,867.8409497737885,101.94887804985046,0.6187991105651898,6,5.1826099945623625,90.1302261352539
10,full,0.39580035081818626,0.3458816366762067,0.04991871426691133,0.456041921809318,0.3355587802221875,0.4438745123548137,0.573599713877528,0.6034289737472265,0.5885143438123772,6.746724854674795e-06,7.937323358440934e-05,935.7339940071106,842.2156655788422,93.51832842826843,0.6187991105651898,6,5.4337891038467125,90.70022583007812
